5.395614359760195,-5.493840440188134,1
4.448486608079568,-2.6125840143841,1
6.712395337725189,-2.99579607145672,1
7.144932186576524,-1.515025961902366,1
5.772943603077769,-7.589843371402166,1
6.990954816254681,-1.182281600234704,1
2.285554104393815,-0.8776544316088217,-1
6.919682889144745,-2.420384273405672,1
6.055111072640835,-3.9980371512589,1
6.762614535251083,-2.290827015560409,1
5.542070915534881,-5.01053501457714,1
2.339084044908135,-1.425814923849055,-1
4.591184537420292,-8.150076026186927,1
1.549816741515931,6.816321820954892,-1
5.153101566614801,-4.162817246375764,1
4.461019105501057,-1.050280322251861,-1
-2.906735492692149,1.843473814393025,-1
7.319948727717037,-4.225401033925087,1
1.639461205308954,6.293779152785183,-1
7.916320062171478,-0.624526082424091,1
4.913648556955797,-3.821863147985411,1
3.638281687008211,1.506386776337499,-1
1.281625639634195,-2.930266211201333,-1
0.4298869322626556,1.768560791042923,-1
5.832107917604755,-5.143027086536125,1
1.484722890994606,3.014267682708456,-1
-5.453388155980538,3.580850906976083,-1
4.290846373528185,4.184745992274641,-1
6.136709535652334,0.9761765685187482,1
7.033582648692603,-2.838463428572304,1
5.351175231736603,-5.269470381390857,1
0.7082875309304747,4.627095844027605,-1
0.8124600973566246,1.8249919273019,-1
7.047322552846262,-2.867390781855049,1
-0.3635359239849794,1.553427946461839,-1
-0.9745622044335991,1.402795371441258,-1
5.594189302138805,-3.109675164258743,1
-0.6891473276702142,2.539378396884802,-1
5.666231665125546,-4.121933729247341,1
6.262346706310544,-2.244592991859321,1
6.008006922964066,-2.291089242656472,1
8.566824910734729,-3.560147995084145,1
5.437922969829839,-6.903148236802535,1
6.838788657133413,-2.539562456524641,1
5.479333936421758,-3.802524612394364,1
2.387750428552942,4.048112045573228,-1
5.209158567114609,-6.287459417268781,1
5.731015572780807,-4.841815949114614,1
5.222222646256715,-3.330655889157196,1
7.894757856233698,0.6221786346536105,1
6.852549500304278,-3.775592599429161,1
2.046236591084088,1.627102197240412,-1
5.689788366471086,-4.240743706427652,1
